"";"from_name";"NATUREZA";"modularity_class";"shares_soma_c";"likes"
"2239";"Sociedade de Estudo e Desenvolvimento Social";"Sociedade Civil";"Direita";1422;9228
"2240";"União Popular Anarquista - UNIPA";"Sociedade Civil";"Esquerda";1408;6241
"2241";"Foda-se o Sistema Fase 2";"Criadores Digitais";"Esquerda";1401;5546
"2242";"Rádio Câmara - Jornalismo";"Imprensa";"Centro";1388;3217
"2243";"Comissão de Anistia do Ministério da Justiça";"Sociedade Civil";"Esquerda";1369;11549
"2244";"Liga Cristã Mundial";"Sociedade Civil";"Direita";1367;1359
"2245";"Pinheiro Senador";"Políticos/partidos";"Centro-Esquerda";1366;14612
"2246";"JPT - São Bernardo do Campo";"Sociedade Civil";"Centro-Esquerda";1351;1026
"2247";"Bernie Sanders Brasil";"Criadores Digitais";"Esquerda";1327;16428
"2248";"Blog de Educação Democrata Brasileira";"Criadores Digitais";"Centro";1325;66274
"2249";"CUFA - Central Única das Favelas";"Sociedade Civil";"Esquerda";1314;28285
"2250";"Juventude Independente e Combativa";"Criadores Digitais";"Esquerda";1313;8372
"2251";"A Profecia de Nossa Senhora das Graças sobre o Comunismo no Brasil.";"Criadores Digitais";"Direita";1301;3587
"2252";"Carlos Eduardo Cadoca";"Políticos/partidos";"Centro-Esquerda";1300;11821
"2253";"PSDB Paraíba";"Políticos/partidos";"Centro-Direita";1297;21295
"2254";"Comunistas Do Metal Moto Grupo";"Criadores Digitais";"Esquerda";1292;1400
"2255";"Haddad fazendo mais";"Criadores Digitais";"Centro-Esquerda";1285;16845
"2256";"Direitas Já";"Criadores Digitais";"Direita";1283;9108
"2257";"Núcleo Impulsor do Estado de São Paulo da Marcha das Mulheres Negras 2015";"Sociedade Civil";"Centro-Esquerda";1274;2570
"2258";"Solidariedade à Coreia Popular";"Criadores Digitais";"Esquerda";1260;4029
"2259";"Marcha Mundial da Maconha Vitória-ES";"Sociedade Civil";"Esquerda";1253;3037
"2260";"Instituto Liberal de Minas Gerais";"Sociedade Civil";"Direita";1253;5955
"2261";"Todos Contra a Esquerda";"Criadores Digitais";"Direita";1247;2973
"2262";"Conacc - Exército Brasileiro - Reservistas, Amigos e Admiradores.";"Criadores Digitais";"Direita";1242;3159
"2263";"Círculo Monárquico de Montes Claros";"Sociedade Civil";"Direita";1225;1791
"2264";"Sexo Privilegiado";"Criadores Digitais";"Direita";1211;3948
"2265";"Senador Dalirio Beber";"Políticos/partidos";"Centro-Direita";1207;5654
"2266";"Corrupção Nunca Mais";"Sociedade Civil";"Centro-Esquerda";1196;9091
"2267";"Entre Luma e Frida";"Criadores Digitais";"Esquerda";1190;5939
"2268";"Vamos criticar o PSDB porque é divertido";"Criadores Digitais";"Centro-Esquerda";1184;1075
"2269";"Da Proibição Nasce o Tráfico";"Sociedade Civil";"Esquerda";1154;28367
"2270";"REDE PMDB 15";"Criadores Digitais";"Centro";1149;37895
"2271";"PSD São Paulo";"Políticos/partidos";"Centro";1148;54618
"2272";"Ces Estudos Sindicais";"Sociedade Civil";"Centro-Esquerda";1146;4126
"2273";"Frente Nacional de Prefeitos";"Políticos/partidos";"Centro";1131;6414
"2274";"PSDB 45 Balneário Camboriú - SC";"Políticos/partidos";"Centro-Direita";1130;5278
"2275";"Juventude Democratas de Minas Gerais";"Sociedade Civil";"Centro-Direita";1129;1478
"2276";"Coletivo de Mulheres PUC-Rio";"Sociedade Civil";"Esquerda";1123;7756
"2277";"CUT MS Central Única Dos Trabalhadoresms";"Sociedade Civil";"Centro-Esquerda";1111;6090
"2278";"Jornalismo Mentira";"Mídia Alternativa";"Centro-Esquerda";1108;2973
"2279";"Tribuna da Bahia Online";"Imprensa";"Centro-Esquerda";1107;21310
"2280";"Barão de Itararé SP";"Mídia Alternativa";"Centro-Esquerda";1105;2776
"2281";"Andrés Sanchez";"Políticos/partidos";"Centro-Esquerda";1103;116219
"2282";"Luiz, o Visitante";"Sociedade Civil";"Direita";1099;15499
"2283";"PCdoB/SP";"Políticos/partidos";"Centro-Esquerda";1090;1229
"2284";"Deputado Marcelo Aguiar";"Políticos/partidos";"Centro-Direita";1084;26406
"2285";"Respeite Meu Voto";"Criadores Digitais";"Centro-Esquerda";1082;7073
"2286";"FORA PSDB";"Criadores Digitais";"Centro-Esquerda";1080;13062
"2287";"Biblioteca Terra Livre";"Sociedade Civil";"Esquerda";1068;19724
"2288";"Indianara Siqueira";"Políticos/partidos";"Esquerda";1053;14660
"2289";"Campanha Petróleo É Nosso";"Sociedade Civil";"Centro-Esquerda";1036;8497
"2290";"Ipeafro";"Sociedade Civil";"Esquerda";1032;15345
"2291";"Coletivo Perifatividade";"Sociedade Civil";"Esquerda";1030;23492
"2292";"Imperator";"Criadores Digitais";"Direita";1026;6457
"2293";"Rede Nami";"Sociedade Civil";"Esquerda";1024;6782
"2294";"Ação Direta em Educação Popular - ADEP";"Sociedade Civil";"Esquerda";1008;2758
"2295";"Na Rua";"Sociedade Civil";"Esquerda";998;5506
"2296";"TVDrone";"Criadores Digitais";"Esquerda";995;5980
"2297";"JPT Sampa";"Sociedade Civil";"Centro-Esquerda";990;2361
"2298";"NÃO VOTE NO PT";"Criadores Digitais";"Direita";975;4845
"2299";"Secundaristas em Luta de São Paulo";"Sociedade Civil";"Esquerda";972;15208
"2300";"Viva Favela";"Mídia Alternativa";"Esquerda";963;10408
"2301";"Brasil um sonho eterno";"Criadores Digitais";"Direita";958;2561
"2302";"Engenheiras Feministas";"Criadores Digitais";"Esquerda";955;3441
"2303";"UEE Livre - União Estadual dos Estudantes do Rio Grande do Sul";"Sociedade Civil";"Centro-Esquerda";955;6455
"2304";"Coletivo Anarquista Luta de Classe";"Sociedade Civil";"Esquerda";955;5138
"2305";"Deputado Federal Edinho Bez";"Políticos/partidos";"Centro";931;13153
"2306";"PSD Novas Gerações";"Sociedade Civil";"Centro";916;4259
"2307";"FORA DILMA Rousseff Impeachment JÁ";"Criadores Digitais";"Direita";903;29098
"2308";"SOS Corpo - Instituto Feminista para a Democracia";"Sociedade Civil";"Esquerda";903;4271
"2309";"Apoiadores de Esquerda";"Criadores Digitais";"Centro-Esquerda";897;2634
"2310";"Vocação Feminina";"Criadores Digitais";"Direita";889;20809
"2311";"Coisa de Mulher";"Criadores Digitais";"Esquerda";876;9900
"2312";"Libertas";"Criadores Digitais";"Direita";875;4944
"2313";"DCE PUC-Rio";"Sociedade Civil";"Centro-Esquerda";870;11791
"2314";"Brasil contra o Comunismo";"Criadores Digitais";"Direita";870;1383
"2315";"Habitantes do Subúrbio";"Criadores Digitais";"Esquerda";867;1706
"2316";"R.U.A Foto Coletivo";"Mídia Alternativa";"Esquerda";864;24645
"2317";"Douglas Santucci";"Imprensa";"Direita";860;17364
"2318";"Secretaria Nacional de Mobilização do PT";"Sociedade Civil";"Centro-Esquerda";843;8731
"2319";"Movimento de Organização de Base";"Sociedade Civil";"Esquerda";843;5903
"2320";"Observatório do Direito à Comunicação";"Sociedade Civil";"Esquerda";836;4670
"2321";"Carecas do ABC";"Sociedade Civil";"Direita";820;3544
"2322";"Linha de Frente Audiovisual";"Mídia Alternativa";"Esquerda";817;5490
"2323";"#CotasSim";"Sociedade Civil";"Centro-Esquerda";806;1973
"2324";"Juventude Progressista";"Sociedade Civil";"Centro";803;11896
"2325";"Juventude Democratas Brasil";"Sociedade Civil";"Centro-Direita";795;10078
"2326";"Filosofia & Utopia";"Criadores Digitais";"Centro-Esquerda";794;6525
"2327";"Política Livre";"Criadores Digitais";"Centro";792;19617
"2328";"Favela: Quilombo Urbano - B.C. Negras Raízes";"Criadores Digitais";"Esquerda";770;22113
"2329";"Lula Presidente em 2018.";"Criadores Digitais";"Centro-Esquerda";769;6279
"2330";"Partido da Republica - Nacional";"Políticos/partidos";"Centro";765;2200
"2331";"Casa Fora do Eixo Nordeste";"Sociedade Civil";"Centro-Esquerda";764;4879
"2332";"Esquerda Popular Socialista do PT - Brasil";"Sociedade Civil";"Centro-Esquerda";758;1718
"2333";"Dollynho Católico";"Criadores Digitais";"Direita";752;15882
"2334";"Bolsonaro Presidente";"Criadores Digitais";"Direita";752;1872
"2335";"Quadradinhos";"Criadores Digitais";"Centro-Esquerda";749;8291
"2336";"ILA - Instituto Liberal de Alagoas";"Sociedade Civil";"Direita";748;5415
"2337";"Bonner Imparcial";"Criadores Digitais";"Esquerda";747;4432
"2338";"MTST Ceará";"Sociedade Civil";"Esquerda";745;4765
"2339";"Marcha da Maconha Curitiba";"Sociedade Civil";"Esquerda";739;6926
"2340";"Manu Thomaziello";"Mídia Alternativa";"Esquerda";732;14282
"2341";"PCdoB Rumo ao Futuro";"Criadores Digitais";"Centro-Esquerda";729;1788
"2342";"Dilma Presidente";"Criadores Digitais";"Centro-Esquerda";720;23299
"2343";"Secretaria Estadual Mulheres PT/SP";"Sociedade Civil";"Centro-Esquerda";720;2481
"2344";"Margens Clínicas";"Sociedade Civil";"Esquerda";718;2938
"2345";"IFL - Instituto de Formação de Líderes";"Sociedade Civil";"Direita";716;3325
"2346";"Anarko-Ideais";"Criadores Digitais";"Esquerda";709;4955
"2347";"Brasil da Piada Pronta";"Criadores Digitais";"Direita";704;6857
"2348";"Renato Oliveira Menino do Jô";"Criadores Digitais";"Direita";700;41919
"2349";"Nandinho Oliveira";"Sociedade Civil";"Direita";699;2958
"2350";"Fórum da Liberdade";"Sociedade Civil";"Direita";693;31681
"2351";"OAB Sem Partido";"Criadores Digitais";"Direita";691;3803
"2352";"Solidariedadece";"Políticos/partidos";"Centro";689;4113
"2353";"Coletivo Anarquista Bandeira Negra";"Sociedade Civil";"Esquerda";688;10191
"2354";"Marcha da  Maconha Floripa";"Sociedade Civil";"Esquerda";677;1786
"2355";"ABC da Política: Direita ou Esquerda?";"Criadores Digitais";"Direita";664;1366
"2356";"Paz entre nós, guerra aos senhores";"Criadores Digitais";"Esquerda";659;3468
"2357";"Zulmira somos nós";"Sociedade Civil";"Esquerda";656;1460
"2358";"Frente Brasil Popular - DF";"Sociedade Civil";"Centro-Esquerda";651;6384
"2359";"PCdoB Brasília";"Sociedade Civil";"Centro-Esquerda";649;2128
"2360";"Mensagem ao Partido";"Sociedade Civil";"Centro-Esquerda";649;4348
"2361";"PT Macro Osasco";"Sociedade Civil";"Centro-Esquerda";648;1335
"2362";"Teoria e Debate";"Mídia Alternativa";"Centro-Esquerda";639;4705
"2363";"Coletivo Abayomi";"Sociedade Civil";"Esquerda";621;6097
"2364";"PDT na Câmara";"Políticos/partidos";"Centro";611;6233
"2365";"CONAM - Confederação Nacional das Associações de Moradores";"Sociedade Civil";"Centro-Esquerda";608;2468
"2366";"Conacc - Intervenção Constitucional Já";"Criadores Digitais";"Direita";601;3343
"2367";"Frente Terra e Autonomia - FTA";"Sociedade Civil";"Esquerda";598;3220
"2368";"Mídia Periférica";"Mídia Alternativa";"Esquerda";594;8267
"2369";"Brigadas Populares - Espírito Santo";"Sociedade Civil";"Esquerda";593;1152
"2370";"Abap - Associação Brasileira De Anistiados Políticos";"Sociedade Civil";"Esquerda";592;1698
"2371";"A Real em Todos os Povos";"Criadores Digitais";"Direita";591;2082
"2372";"Nacionalismo Brasileiro";"Criadores Digitais";"Direita";590;4195
"2373";"Democratas no Senado";"Políticos/partidos";"Centro-Direita";589;3372
"2374";"Contra o Genocídio do Povo Preto";"Sociedade Civil";"Esquerda";582;5655
"2375";"Gays Liberais";"Criadores Digitais";"Direita";580;2551
"2376";"CLADEM Brasil";"Sociedade Civil";"Esquerda";578;3564
"2377";"Geraldo José Rodrigues Alckmin Filho Não";"Criadores Digitais";"Centro-Esquerda";577;1375
"2378";"MPL-DF";"Sociedade Civil";"Esquerda";573;6753
"2379";"O Marxista-Leninista";"Criadores Digitais";"Esquerda";569;7175
"2380";"Ataque Aberto";"Criadores Digitais";"Direita";565;7157
"2381";"Nossa Sociedade entre parênteses";"Criadores Digitais";"Esquerda";561;7366
"2382";"UJC Bahia";"Sociedade Civil";"Esquerda";559;1702
"2383";"Cruzada Pela Liberdade SC";"Criadores Digitais";"Direita";552;1149
"2384";"Diário de Um Feto";"Criadores Digitais";"Direita";548;3998
"2385";"Juntos SP";"Sociedade Civil";"Esquerda";546;5478
"2386";"Brigadas Populares - Rio de Janeiro";"Sociedade Civil";"Esquerda";543;2114
"2387";"Mídia Negra";"Mídia Alternativa";"Esquerda";542;5973
"2388";"Instituto Ordem Livre";"Sociedade Civil";"Direita";526;32938
"2389";"Instituto Raízes em Movimento";"Sociedade Civil";"Esquerda";517;4157
"2390";"Subversão Subjetiva";"Criadores Digitais";"Esquerda";513;4026
"2391";"Liga de Defesa Brasileira";"Criadores Digitais";"Direita";512;1366
"2392";"Príncipe Dom Rafael do Brasil";"Sociedade Civil";"Direita";508;24461
"2393";"PSDB Alagoas";"Políticos/partidos";"Centro-Direita";506;2151
"2394";"Lula 2018";"Criadores Digitais";"Centro-Esquerda";497;4524
"2395";"Levante Popular da Juventude - São Carlos";"Sociedade Civil";"Centro-Esquerda";492;3781
"2396";"Levante Popular da Juventude - Lavras";"Sociedade Civil";"Centro-Esquerda";489;2719
"2397";"Frente Brasileira de Solidariedade com a Venezuela";"Criadores Digitais";"Esquerda";487;2458
"2398";"MPD - Movimento do Ministério Público Democrático";"Sociedade Civil";"Direita";474;2029
"2399";"PR MINAS";"Políticos/partidos";"Centro";463;1891
"2400";"Anarquista Poser";"Criadores Digitais";"Direita";455;1471
"2401";"Caos na Saúde Pública?";"Criadores Digitais";"Esquerda";454;4186
"2402";"Campanha Guarani";"Sociedade Civil";"Esquerda";452;8296
"2403";"Sou fã do Levy desde quando ele disse que aparelho excretor não reproduz";"Criadores Digitais";"Direita";447;12437
"2404";"Pros na Câmara";"Políticos/partidos";"Centro";446;1722
"2405";"PT Salvador";"Políticos/partidos";"Centro-Esquerda";444;9723
"2406";"Poeta e Ateu";"Criadores Digitais";"Direita";439;4559
"2407";"Arquivo - Ceticismo Político";"Criadores Digitais";"Direita";438;3502
"2408";"UJS Potiguar";"Sociedade Civil";"Centro-Esquerda";415;1868
"2409";"Cultura Conservadora";"Criadores Digitais";"Direita";412;1874
"2410";"Juventude Democratas Carioca";"Sociedade Civil";"Centro";409;3046
"2411";"UJS Minas Gerais";"Sociedade Civil";"Centro-Esquerda";408;2383
"2412";"Fluminense Antifascista";"Sociedade Civil";"Esquerda";405;1671
"2413";"Militância Socialista";"Sociedade Civil";"Centro-Esquerda";400;3572
"2414";"Nofluxo. Sabe o que ela quer?";"Criadores Digitais";"Esquerda";397;31665
"2415";"Parlamento PT";"Criadores Digitais";"Centro-Esquerda";394;5050
"2416";"Dizer a Verdade Não é Homofobia";"Criadores Digitais";"Direita";390;15273
"2417";"Liderança do PHS";"Políticos/partidos";"Centro";387;3911
"2418";"Instituto Líderes do Amanhã";"Sociedade Civil";"Direita";384;1955
"2419";"PTB na Câmara";"Políticos/partidos";"Centro";382;1339
"2420";"MPL Niterói";"Sociedade Civil";"Esquerda";380;1911
"2421";"Família Bolsonaro";"Criadores Digitais";"Direita";375;7826
"2422";"PT - Macro Campinas";"Sociedade Civil";"Centro-Esquerda";365;1984
"2423";"Relações Étnico Raciais";"Criadores Digitais";"Esquerda";353;5789
"2424";"Instituto Dâniel Fraga de Estudos Anarcocapitalistas";"Sociedade Civil";"Direita";346;7919
"2425";"FNDC - Minas Gerais";"Sociedade Civil";"Centro-Esquerda";344;1195
"2426";"Justiça Negra - Luiz Gama";"Sociedade Civil";"Esquerda";343;4108
"2427";"Fernandes Filho";"Políticos/partidos";"Direita";342;6246
"2428";"PSB na Câmara";"Políticos/partidos";"Centro";334;8648
"2429";"Santa Catarina Contra o Golpe";"Criadores Digitais";"Centro-Esquerda";330;1442
"2430";"PCdoB-RJ";"Políticos/partidos";"Centro-Esquerda";319;3525
"2431";"Diga não ao islamismo";"Criadores Digitais";"Direita";312;8309
"2432";"Oposição de Esquerda da UNE";"Sociedade Civil";"Esquerda";307;6491
"2433";"Col. Feminista Classista Ana Montenegro SP";"Sociedade Civil";"Esquerda";307;2755
"2434";"Direito de Resistência";"Sociedade Civil";"Esquerda";306;4152
"2435";"Universidade das Quebradas";"Sociedade Civil";"Esquerda";305;5215
"2436";"Juventude Conservadora de Sergipe";"Sociedade Civil";"Direita";304;2416
"2437";"Jornal do SBT";"Imprensa";"Direita";301;213952
"2438";"Marco Civil Já";"Sociedade Civil";"Centro-Esquerda";299;12319
"2439";"União dos Estudantes de Pernambuco - UEP Cândido Pinto";"Sociedade Civil";"Centro-Esquerda";295;3281
"2440";"União Reconstrução Comunista";"Criadores Digitais";"Esquerda";290;2112
"2441";"TV Comunismo";"Mídia Alternativa";"Esquerda";289;1308
"2442";"Vox Brazilian<U+203C>";"Mídia Alternativa";"Direita";285;6063
"2443";"Bocão News Política";"Mídia Alternativa";"Centro-Esquerda";284;5791
"2444";"Ação Antifascista Santa Catarina";"Criadores Digitais";"Esquerda";278;1687
"2445";"Nádia Campeão";"Políticos/partidos";"Centro-Esquerda";276;3092
"2446";"Mobilização Nacional Pró Saúde da População Negra";"Sociedade Civil";"Esquerda";275;2344
"2447";"MTST Brasília";"Sociedade Civil";"Esquerda";267;1966
"2448";"PT Santa Rita";"Políticos/partidos";"Centro-Esquerda";266;1637
"2449";"Juventude Cut";"Sociedade Civil";"Centro-Esquerda";257;12624
"2450";"SIM - Sistema Independente de Mídia";"Mídia Alternativa";"Esquerda";257;2441
"2451";"Rede Midia Contra Hegemônica";"Mídia Alternativa";"Centro-Esquerda";257;2090
"2452";"Frente Nacional Contra a Redução da Maioridade Penal";"Sociedade Civil";"Centro-Esquerda";254;6001
"2453";"Elos LGBT";"Sociedade Civil";"Centro-Esquerda";251;4116
"2454";"Cebrapaz Brasil";"Sociedade Civil";"Centro-Esquerda";236;3346
"2455";"Humilde Congressista";"Criadores Digitais";"Direita";221;11687
"2456";"Organização Popular";"Sociedade Civil";"Esquerda";215;2527
"2457";"Reconquistar a UNE";"Sociedade Civil";"Centro-Esquerda";214;5763
"2458";"Movimento Passe Livre - BH";"Sociedade Civil";"Esquerda";213;6503
"2459";"É Mentira Do PT";"Criadores Digitais";"Direita";208;15684
"2460";"BoiLivariano";"Criadores Digitais";"Centro-Esquerda";196;5704
"2461";"Brasil Maior";"Criadores Digitais";"Centro-Esquerda";195;5444
"2462";"Solução Real";"Criadores Digitais";"Direita";189;1633
"2463";"Movimento Luta de Classes - MLC";"Sociedade Civil";"Esquerda";181;2497
"2464";"Assembleia do Largo";"Sociedade Civil";"Esquerda";175;4367
"2465";"Eu sei que a burguesia fede ms tem dinheiro pra comprar perfume";"Criadores Digitais";"Centro-Esquerda";171;1059
"2466";"Juntos Negras e Negros";"Sociedade Civil";"Esquerda";168;4059
"2467";"Solidariedade Minas Gerais-Oficial";"Políticos/partidos";"Centro";166;2252
"2468";"Unidade Classista Ponta Grossa";"Sociedade Civil";"Esquerda";164;1488
"2469";"Marcio Monteiro MS";"Políticos/partidos";"Centro-Direita";161;4809
"2470";"Bancada Tucana SP";"Políticos/partidos";"Centro-Direita";156;6831
"2471";"Instituto Zequinha Barreto";"Sociedade Civil";"Esquerda";154;1152
"2472";"Núcleo Frei Tito de Direitos Humanos, Comunicação e Cultura do PSOL";"Sociedade Civil";"Esquerda";149;1151
"2473";"PT - Macro Mogiana";"Políticos/partidos";"Centro-Esquerda";148;2211
"2474";"Coletivo Antifascista RJ";"Sociedade Civil";"Esquerda";142;1156
"2475";"Esquerda Unida Brasil";"Criadores Digitais";"Esquerda";138;1994
"2476";"Novembro Negro - Pela Liberdade de Rafael Braga Vieira";"Sociedade Civil";"Esquerda";133;2189
"2477";"Lula Fazendo Coisas";"Criadores Digitais";"Centro-Esquerda";133;25779
"2478";"Reacionarismo da Zueira";"Criadores Digitais";"Direita";125;1078
"2479";"Rede Feminista de Saúde";"Sociedade Civil";"Esquerda";116;3436
"2480";"Grupo de Estudos Anarquistas Maria Lacerda de Moura";"Sociedade Civil";"Esquerda";114;4105
"2481";"Olhar Realista";"Criadores Digitais";"Direita";112;4137
"2482";"Conta D'água";"Mídia Alternativa";"Centro-Esquerda";109;6804
